2018-12-21 12:08:04,b'YouTube Is a Metaphor for the Great American Dumpster Fire https://t.co/R0iz8itNrR #YearinReview #SocialMedia #Culture #YouTube'
2018-12-21 12:08:01,b'\xe2\x9a\x94\xef\xb8\x8f Below #Gameplay - Die ersten 28 Minuten\n\n\xe2\x9c\x85 https://t.co/XBxJZxHqw0\n\n#LETSPLAY #Below @LeondaGarbo\n\n\xf0\x9f\x99\x8f LIKE &amp; SHAR\xe2\x80\xa6 https://t.co/xWFDCbE9T3'
2018-12-21 12:07:51,"b'Driving #Home for #Christmas, but not this year.\n\nSo sad, but true.\n\n#GermanMediaRT\n#StreamAcademy\n#LGBTQ\xe2\x80\xa6 https://t.co/ija9ZQj9FR'"
2018-12-21 12:07:19,"b'RT @KBSWorldTV: #MusicBank with  @_B1A4OFFICIAL, @G_I_DLE, @Official_LVLZ, @NCTsmtown_127, @RVsmtown, @Stray_Kids, @Official_LVLZ, @gu9udan\xe2\x80\xa6'"
2018-12-21 12:07:15,b'RT @LetsPush1: RT @hofpg: Exploding Lips 1999 PC\n\nVideo link: https://t.co/ItpqISePMe\n\n@ShoutRTs @Quickest_Rts #Quicklook @MTonic_YT #gamep\xe2\x80\xa6'
2018-12-21 12:07:05,"b'RT @KBSWorldTV: #MusicBank with  @_B1A4OFFICIAL, @G_I_DLE, @Official_LVLZ, @NCTsmtown_127, @RVsmtown, @Stray_Kids, @Official_LVLZ, @gu9udan\xe2\x80\xa6'"
2018-12-21 12:07:02,b'Haitian American Social Media Communities: ColourMe BeeJay on #YouTube Channel https://t.co/mPq1Ao75sh\xe2\x80\xa6 https://t.co/trKWWQocUR'
2018-12-21 12:07:01,b'Watch the making video of the Mahindra XUV300 Adventure Edition\n\nWatch &gt;&gt;&gt; https://t.co/1rM8fj4hqY\n\n#SRKdesigns\xe2\x80\xa6 https://t.co/pcJQdGB7Ar'
2018-12-21 12:06:39,"b'PewDiePie calls WSJ journos \xe2\x80\x98hypocrites\xe2\x80\x99, Vox reporter \xe2\x80\x98idiot\xe2\x80\x99, and teacher video \xe2\x80\x98dog shit\xe2\x80\x99 \n\n#pewdiepie\xe2\x80\xa6 https://t.co/5C1q1yKNnj'"
2018-12-21 12:06:14,b'We are Live starting our 60 games of #FUTChampions games this weekend come tune in and watch and hang out while we\xe2\x80\xa6 https://t.co/LzGhVslLQw'
2018-12-21 12:05:58,"b'RT @Gods_Messengerr: check out my mother\'s Funeral on #youtube ""Mother Sarah Fields Home Going ""praise break"" (funeral)"" https://t.co/gtCzY\xe2\x80\xa6'"
2018-12-21 12:04:30,b'RT @Strictlybiz860: Mobb Deep Sorta Appeal - Dutch Schultz Ft. Victa Spot #StrictlyBidness #YouTube #RealRap #CTShit\xc2\xa0 https://t.co/tVUjAiIi\xe2\x80\xa6'
2018-12-21 12:04:12,"b""RT @JH_Of_Community: Here is a #conceptart piece by #markantoni from @Judith_Hill 's captivating #backintime clip (#youtube) https://t.co/a\xe2\x80\xa6"""
2018-12-21 12:04:09,b'RT @S_B_Management: How to Copyright an entire album at once #StrictlyBidness #FreeInformation #Youtube https://t.co/y0TUeo2V4A'
2018-12-21 12:03:46,b'RT @S_B_Management: How To Use Copyrighted Music on Youtube #StrictlyBidness #FreeInformation #Youtube\xc2\xa0\xc2\xa0 https://t.co/W3ZkgCpcCs'
2018-12-21 12:03:44,"b'RT @KBSWorldTV: #MusicBank with  @_B1A4OFFICIAL, @G_I_DLE, @Official_LVLZ, @NCTsmtown_127, @RVsmtown, @Stray_Kids, @Official_LVLZ, @gu9udan\xe2\x80\xa6'"
2018-12-21 12:03:35,b'\xe2\x80\x9cHow do you know I\xe2\x80\x99m breathing when I\xe2\x80\x99m holding my breathe\xe2\x80\x9d #TouchIt @arianagrande Now on #YouTube #cover #video li\xe2\x80\xa6 https://t.co/O8yYarvnbk'
2018-12-21 12:03:09,b'RT @AudioLock: A big thanks again to @sammyandrews for recommending us in her viewpoint on the YouTube and Article 13 debate for @MusicWeek\xe2\x80\xa6'
2018-12-21 12:02:48,b'RT @PhutureGang: https://t.co/ZQLOqJWY0n\n#AllTheTime #SoundCloud Official music video dropping in January #YouTube \n#Grammys\xe2\x81\xa0\xe2\x81\xa0\xe2\x81\xa0 \xe2\x81\xa0#JeremyPhu\xe2\x80\xa6'
2018-12-21 12:02:20,b'RT @AxelKoster: Director of #Engineering #TOP #Luxury Resorts #Maldives #US75-78+ 20%+ R&amp;R #AxelJob #Jobs #YouTube https://t.co/RG8DqHmNob'
